Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Staging/Login KFCKU Apps/Login Failed - Wrong Password,,,,2023-04-05 17:05:11,2023-04-05 17:05:50,39.633s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-04-05 17:05:11,2023-04-05 17:05:27,16.350s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:05:27,2023-04-05 17:05:32,5.016s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-04-05 17:05:32,2023-04-05 17:05:34,1.441s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), ""081211287377"", 0)",,,,2023-04-05 17:05:34,2023-04-05 17:05:37,3.580s,PASSED
hideKeyboard(),,,,2023-04-05 17:05:37,2023-04-05 17:05:39,1.376s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), ""qwerty123"", 0)",,,,2023-04-05 17:05:39,2023-04-05 17:05:40,1.841s,PASSED
hideKeyboard(),,,,2023-04-05 17:05:40,2023-04-05 17:05:42,1.296s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-04-05 17:05:42,2023-04-05 17:05:42,0.367s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:05:42,2023-04-05 17:05:45,3.008s,PASSED
"waitForElementPresent(findTestObject(""Login/android.widget.TextView - Kata sandi yang Anda masukkan salah""), 3)",,,,2023-04-05 17:05:45,2023-04-05 17:05:45,0.314s,PASSED
"waitForElementPresent(findTestObject(""Login/android.widget.TextView - Kata sandi yang Anda masukkan salah""), 0)",,,,2023-04-05 17:05:45,2023-04-05 17:05:46,0.669s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:05:46,2023-04-05 17:05:49,3.011s,PASSED
closeApplication(),,,,2023-04-05 17:05:49,2023-04-05 17:05:50,0.981s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-04-05 17:05:50,2023-04-05 17:05:50,0.002s,PASSED
,,,,,,,
Test Cases/Staging/Login KFCKU Apps/Login Failed - Phone Number Not Registered,,,,2023-04-05 17:05:50,2023-04-05 17:06:29,38.471s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-04-05 17:05:50,2023-04-05 17:06:07,16.424s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:06:07,2023-04-05 17:06:12,5.011s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-04-05 17:06:12,2023-04-05 17:06:13,1.000s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), ""081211287388"", 0)",,,,2023-04-05 17:06:13,2023-04-05 17:06:17,4.021s,PASSED
hideKeyboard(),,,,2023-04-05 17:06:17,2023-04-05 17:06:18,1.332s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), ""pass123"", 0)",,,,2023-04-05 17:06:18,2023-04-05 17:06:20,1.404s,PASSED
hideKeyboard(),,,,2023-04-05 17:06:20,2023-04-05 17:06:21,1.282s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-04-05 17:06:21,2023-04-05 17:06:22,0.605s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:06:22,2023-04-05 17:06:27,5.013s,PASSED
"waitForElementPresent(findTestObject(""Login/android.widget.TextView - Nomor handphone Anda belum terdaftar""), 3)",,,,2023-04-05 17:06:27,2023-04-05 17:06:28,1.029s,PASSED
closeApplication(),,,,2023-04-05 17:06:28,2023-04-05 17:06:29,1.041s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-04-05 17:06:29,2023-04-05 17:06:29,0.002s,PASSED
,,,,,,,
Test Cases/Staging/Login KFCKU Apps/Login Social Media,,,,2023-04-05 17:06:29,2023-04-05 17:07:26,56.971s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,Start application on current selected android device,,2023-04-05 17:06:29,2023-04-05 17:06:45,16.346s,PASSED
delay(10),,,,2023-04-05 17:06:45,2023-04-05 17:06:55,10.012s,PASSED
"tap(findTestObject(""Login/android.widget.TextView - Profil""), 0)",,,,2023-04-05 17:06:55,2023-04-05 17:06:56,0.786s,PASSED
"tap(findTestObject(""Login Social Media/android.widget.Button - Masuk dengan Google""), 0)",,,,2023-04-05 17:06:56,2023-04-05 17:06:59,2.598s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:06:59,2023-04-05 17:07:02,3.008s,PASSED
"tap(findTestObject(""Login Social Media/android.widget.TextView - jecsanmaychelgmail.com""), 0)",,,,2023-04-05 17:07:02,2023-04-05 17:07:02,0.606s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:07:02,2023-04-05 17:07:07,5.014s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:07:07,2023-04-05 17:07:12,5.017s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-04-05 17:07:12,2023-04-05 17:07:14,1.200s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:07:14,2023-04-05 17:07:17,3.015s,PASSED
"swipe(281, 500, 434, 161)",,,,2023-04-05 17:07:17,2023-04-05 17:07:18,1.110s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:07:18,2023-04-05 17:07:21,3.014s,PASSED
"tap(findTestObject(""Profile/Perangkat/android.widget.TextView - Keluar""), 5)",,,,2023-04-05 17:07:21,2023-04-05 17:07:21,0.451s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:07:21,2023-04-05 17:07:24,3.005s,PASSED
"tap(findTestObject(""Profile/Perangkat/android.widget.TextView - Ya""), 5)",,,,2023-04-05 17:07:24,2023-04-05 17:07:24,0.244s,PASSED
closeApplication(),,,,2023-04-05 17:07:24,2023-04-05 17:07:26,1.218s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-04-05 17:07:26,2023-04-05 17:07:26,0.002s,PASSED
,,,,,,,
Test Cases/Staging/Login KFCKU Apps/Login Phone Number,,,,2023-04-05 17:07:26,2023-04-05 17:08:09,43.781s,PASSED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-04-05 17:07:26,2023-04-05 17:07:43,17.047s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:07:43,2023-04-05 17:07:48,5.007s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-04-05 17:07:48,2023-04-05 17:07:50,2.295s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Masukkan nomor handphone Anda""), ""081399674746"", 0)",,,,2023-04-05 17:07:50,2023-04-05 17:07:55,4.334s,PASSED
hideKeyboard(),,,,2023-04-05 17:07:55,2023-04-05 17:07:56,1.324s,PASSED
"setText(findTestObject(""Login/android.widget.EditText - Ketik kata sandi Anda""), ""pass111"", 0)",,,,2023-04-05 17:07:56,2023-04-05 17:07:57,1.404s,PASSED
hideKeyboard(),,,,2023-04-05 17:07:57,2023-04-05 17:07:58,1.151s,PASSED
"tap(findTestObject(""Login/android.widget.Button - Masuk""), 0)",,,,2023-04-05 17:07:58,2023-04-05 17:07:59,0.744s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-04-05 17:07:59,2023-04-05 17:08:04,5.004s,PASSED
"tap(findTestObject(""Profile/android.widget.TextView - Profil""), 5)",,,,2023-04-05 17:08:04,2023-04-05 17:08:05,1.181s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-04-05 17:08:05,2023-04-05 17:08:08,3.004s,PASSED
closeApplication(),,,,2023-04-05 17:08:08,2023-04-05 17:08:09,0.990s,PASSED
Start listener action : sampleAfterTestCase,,,,2023-04-05 17:08:09,2023-04-05 17:08:09,0.002s,PASSED
