Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Cari Gerai KFC""), 5)",,,,2023-02-01 17:56:21,2023-02-01 17:56:22,0.350s,PASSED
"setText(findTestObject(""Object Repository/Order Dine In/android.widget.EditText - Cari Gerai KFC""), ""MT Haryono"", 5)",,,,2023-02-01 17:56:22,2023-02-01 17:56:25,3.856s,PASSED
hideKeyboard(),,,,2023-02-01 17:56:25,2023-02-01 17:56:28,2.868s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.TextView - MT HARYONO JAKARTA""), 5)",,,,2023-02-01 17:56:28,2023-02-01 17:56:33,5.096s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Gerai""), 5)",,,,2023-02-01 17:56:33,2023-02-01 17:56:34,0.770s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:56:34,2023-02-01 17:56:39,5.023s,PASSED
"tap(findTestObject(""Order Dine In/android.widget.FrameLayout""), 5)",,,,2023-02-01 17:56:39,2023-02-01 17:56:40,0.314s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:56:40,2023-02-01 17:56:45,5.006s,PASSED
pressBack(),,,,2023-02-01 17:56:45,2023-02-01 17:56:45,0.635s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.Button - Add""), 5)",,,,2023-02-01 17:56:45,2023-02-01 17:56:46,0.664s,PASSED
"tap(findTestObject(""Order Dine In/android.widget.Button - Add""), 5)",,,,2023-02-01 17:56:46,2023-02-01 17:56:46,0.309s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:56:46,2023-02-01 17:56:51,5.015s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - Lanjut""), 5)",,,,2023-02-01 17:56:51,2023-02-01 17:56:51,0.264s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Lanjut""), 5)",,,,2023-02-01 17:56:51,2023-02-01 17:56:52,0.800s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:56:52,2023-02-01 17:56:57,5.015s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.LinearLayout""), 5)",,,,2023-02-01 17:56:57,2023-02-01 17:56:58,0.294s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.LinearLayout""), 5)",,,,2023-02-01 17:56:58,2023-02-01 17:56:58,0.344s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.TextView - Pilih Menu Gratis""), 5)",,,,2023-02-01 17:56:58,2023-02-01 17:57:00,2.534s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.TextView - Pilih Menu Gratis""), 5)",,,,2023-02-01 17:57:00,2023-02-01 17:57:01,0.233s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:01,2023-02-01 17:57:06,5.012s,PASSED
"waitForElementPresent(findTestObject(""DRT Payment/android.widget.EditText - Mohon untuk mengisi nomor""), 5)",,,,2023-02-01 17:57:06,2023-02-01 17:57:07,0.865s,PASSED
"setText(findTestObject(""DRT Payment/android.widget.EditText - Mohon untuk mengisi nomor""), ""B 1223 YTH"", 5)",,,,2023-02-01 17:57:07,2023-02-01 17:57:08,1.444s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:08,2023-02-01 17:57:13,5.010s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Sekarang""), 10)",,,,2023-02-01 17:57:13,2023-02-01 17:57:13,0.261s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Pilih Sekarang""), 10)",,,,2023-02-01 17:57:13,2023-02-01 17:57:14,0.310s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:14,2023-02-01 17:57:19,5.011s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.Button - TAMBAHKAN""), 10)",,,,2023-02-01 17:57:19,2023-02-01 17:57:19,0.217s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - TAMBAHKAN""), 5)",,,,2023-02-01 17:57:19,2023-02-01 17:57:19,0.265s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:19,2023-02-01 17:57:24,5.019s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.Button - Lanjutkan""), 5)",,,,2023-02-01 17:57:24,2023-02-01 17:57:25,1.219s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:25,2023-02-01 17:57:30,5.017s,PASSED
"scrollToText(""TOTAL"", STOP_ON_FAILURE)",,,,2023-02-01 17:57:30,2023-02-01 17:57:35,5.005s,PASSED
"tap(findTestObject(""Order Dine In/Payment/android.widget.TextView - Lihat Semua""), 5)",,,,2023-02-01 17:57:35,2023-02-01 17:57:36,0.309s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:36,2023-02-01 17:57:41,5.017s,PASSED
testObjectOne = new com.kms.katalon.core.testobject.TestObject(),,,,2023-02-01 17:57:41,2023-02-01 17:57:41,0.010s,PASSED
"testObjectOne.addProperty(""xpath"", EQUALS, ""//hierarchy/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.view.ViewGroup[1]/android.widget.FrameLayout[1]/android.widget.ScrollView[1]/android.view.ViewGroup[1]/android.view.ViewGroup[1]/androidx.recyclerview.widget.RecyclerView[1]/android.view.ViewGroup[3]"")",,,,2023-02-01 17:57:41,2023-02-01 17:57:41,0.007s,PASSED
"tap(testObjectOne, 5)",,,,2023-02-01 17:57:41,2023-02-01 17:57:41,0.262s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:41,2023-02-01 17:57:46,5.013s,PASSED
"swipe(281, 500, 434, 161)",,,,2023-02-01 17:57:46,2023-02-01 17:57:47,1.079s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:47,2023-02-01 17:57:52,5.014s,PASSED
testObjectTwo = new com.kms.katalon.core.testobject.TestObject(),,,,2023-02-01 17:57:52,2023-02-01 17:57:52,0.001s,PASSED
"testObjectTwo.addProperty(""xpath"", EQUALS, ""//hierarchy/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.view.ViewGroup[1]/android.widget.FrameLayout[1]/android.widget.ScrollView[1]/android.view.ViewGroup[1]/android.view.ViewGroup[1]/androidx.recyclerview.widget.RecyclerView[1]/android.view.ViewGroup[5]"")",,,,2023-02-01 17:57:52,2023-02-01 17:57:52,0.001s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-02-01 17:57:52,2023-02-01 17:57:57,5.011s,PASSED
"tap(testObjectTwo, 5)",,,,2023-02-01 17:57:57,2023-02-01 17:57:58,1.310s,PASSED
"delay(10, STOP_ON_FAILURE)",,,,2023-02-01 17:57:58,2023-02-01 17:58:08,10.012s,PASSED
"tap(findTestObject(""Order Dine In/Payment/android.widget.Button - Simpan""), 5)",,,,2023-02-01 17:58:08,2023-02-01 17:58:09,0.285s,PASSED
"delay(10, STOP_ON_FAILURE)",,,,2023-02-01 17:58:09,2023-02-01 17:58:19,10.010s,PASSED
"swipe(281, 500, 434, 161)",,,,2023-02-01 17:58:19,2023-02-01 17:58:20,1.123s,PASSED
"tap(findTestObject(""Order Dine In/Payment/android.widget.Button - Pesan Sekarang""), 10)",,,,2023-02-01 17:58:20,2023-02-01 17:58:20,0.291s,PASSED
"delay(10, STOP_ON_FAILURE)",,,,2023-02-01 17:58:20,2023-02-01 17:58:30,10.013s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Payment/imgPayment/android.view.View""), 5)",,,,2023-02-01 17:58:30,2023-02-01 17:58:34,3.552s,PASSED
"tap(findTestObject(""Order Dine In/Payment/android.view.View""), 10)",,,,2023-02-01 17:58:34,2023-02-01 17:58:35,1.181s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Payment/android.widget.TextView - Konfirmasi pembayaran Anda""), 10)",,,,2023-02-01 17:58:35,2023-02-01 17:58:35,0.282s,PASSED
"tap(findTestObject(""Order Dine In/Payment/android.widget.ImageButton""), 10)",,,,2023-02-01 17:58:35,2023-02-01 17:58:41,6.280s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/Order/android.widget.TextView - OKE""), 5)",,,,2023-02-01 17:58:41,2023-02-01 17:58:47,5.743s,PASSED
"tap(findTestObject(""Order Dine In/Order/android.widget.TextView - OKE""), 10)",,,,2023-02-01 17:58:47,2023-02-01 17:58:58,10.596s,FAILED
,,,,,,,
Test Cases/Create Order/Drive Thru/Drive Thru - Gopay,,,,2023-02-01 17:58:58,2023-02-01 17:59:21,23.437s,FAILED
"startExistingApplication(""com.kfc.mobile.hkStaging"", STOP_ON_FAILURE)",,,,2023-02-01 17:58:58,2023-02-01 17:59:12,14.231s,PASSED
"waitForElementPresent(findTestObject(""Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-02-01 17:59:12,2023-02-01 17:59:14,2.066s,PASSED
"tap(findTestObject(""Object Repository/Order Dine In/android.widget.TextView - Beranda""), 5)",,,,2023-02-01 17:59:14,2023-02-01 17:59:21,6.774s,FAILED
